text
"""@nick_nlawrie: @realDonaldTrump if you're as strident in life as you are with these tweets then no wonder you're loaded."
"""@ArrestJOEPA: @realDonaldTrump and @terrellowens sounds like a dream team"""
"""@RunningDeep67: @UniqueCaptures Too strong? Point out a time in America's history where it was good to have a PUSSY in the White House!"""
.@ApprenticeNBC season premiere this Sunday at 9/8c on @NBC- http://t.co/GD0xOaphnN
"""@Bettylovesdogs: @realDonaldTrump I work Sunday evenings will celebrity apprentice be replayed? Watch tomorrow night at 9:00 then Mon. at 8"
"""@seankesser: @realDonaldTrump: Trump University was exceptionally highly rated. Get the facts straight!"""
"I just saw the movie ""Unbroken"" -- very good except I thought the ending was weak, no retribution! And we complain about waterboarding."
"""@ArrestJOEPA: @realDonaldTrump trump kicked Rosie's ass, he kicked penn states ass, he would totally kick the democrats ass!!! #trump2016"""
"""@VeryOddDog: @realDonaldTrump You are a good Christian! You are right! Also, you should be Presedent! The sooner the better! #TRUMP"""
"""@ChrisRosica: @realDonaldTrump genius Tweet."""
"""@HarveyRabitto: @realDonaldTrump Louis Z never ever quit. Neither does Donald T."""
"""@JayRav3: @realDonaldTrump What is the best book for real estate? I want to get into the business."" TRUMP, THE ART OF THE DEAL!"
"""@aanders07: @realDonaldTrump I am actually excited for the weekend to be over so I can watch The Celebrity Apprentice! Can't wait!"" Enjoy!"
I will be commenting LIVE on Sunday night (9 to 11) on TWITTER - Celebrity Apprentice will be great this season - amazing cast!
"""@LmechX: @realDonaldTrump The Art of the Deal is a great read filled with excellent, real advice. Definitely worth a read."""
"""@LikABrdThatFlew: My only New Year's resolution: Be more like @realDonaldTrump"" Nice, thanks!"
"""@rexhispaniae: @realDonaldTrump will be watching with my entire family. We are so happy you're back on TV, Mr Trump! Huge fans here!"""
"""@puppyslug: @realDonaldTrump Will you run? Will you run for President? Mr Trump, your Nation needs you! #saveoursouls"" Stay tuned, thanks!"
"""@TrudyUnis: @realDonaldTrump @puppyslug our country need something. Never seen so much division as the last  years."""
My @nbcdfw int. by @EricKingNBC5 w/@IvankaTrump discussing the Sunday @nbc premiere of @ApprenticeNBC’s 14th season http://t.co/eBsfcw5izR
By popular demand I will be tweeting during tomorrow's record 14th season premiere of @ApprenticeNBC on @nbc at 9/8c http://t.co/MiVcT6zjEk
Via @HorsetalkNZ: “Florida’s Trump Invitational to kick off showjumping year” http://t.co/KXzZhzQM7s Mar-a-Lago's 3rd ann. Trump Grand Prix!
"Via @ShinySheet by @soapbox1: “Show-jumping grand prix returns to Mar-a-Lago Sunday"" http://t.co/OZe2udeXYQ"
"""@TheShowOff85: Too excited to seeing my two favourite people on TV together on one show, that's @realDonaldTrump and @KenyaMoore."
"""@LeezaGibbons: “@emilyplacido: @LeezaGibbons @IvankaTrump  I'm so rooting for you on Celebrity Apprentice @LeezaGibbons!! Go girl!TYSM"""
"""@LeezaGibbons: “@KellyMcKayShow: @LeezaGibbons @IvankaTrump @realDonaldTrump already set the DVR for Sunday and Monday. #TVgeek”"
"""@wouldnotmind: @ApprenticeNBC @ivankatrump @realDonaldTrump : I know and we are ready .. who is going to win ? My GIRL @KenyaMoore"
"""@The_Paul08: It's almost here, finally!!!! The new Celebrity #Apprentice premiers tomorrow on @nbc! @realDonaldTrump #excited"""
#CelebApprentice Who will hear those two famous words? @Apprenticenbc premieres tomorrow at 9/8c on NBC. http://t.co/Z6XE3Ngz6D
"""@BernieSandner: @realDonaldTrump @ApprenticeNBC I'm ready for the show tomorrow night."""
"""@llluminatedOnes: Watch #CelebApprentice tomorrow at 9pm ET on @NBC because @RealDonaldTrump said so! @ApprenticeNBC http://t.co/pm0b8cMJfn"
"""@joeferrarijoe: @realDonaldTrump @ApprenticeNBC it's about time!!!!"""
"""@fenway315: @realDonaldTrump @ApprenticeNBC @RealGilbert Is the fucking man !"""
"""@Jerry_Zhang_: Looking forward to season 14 of @ApprenticeNBC! @realDonaldTrump"""
"""@Foreign_Blood: @realDonaldTrump Needs to run for president"""
"""@yurdreamwoman: @ApprenticeNBC @realDonaldTrump would be great to have Obama on his show so the Don can fire his arsss"""
"""@kekepania822: @realDonaldTrump @ApprenticeNBC I'm excited for this season, can't wait to watch 👍"""
"""@rona65: @ApprenticeNBC @realDonaldTrump @nbc good luck on your umpteenth season from the show Producer of show 1"""
"""@Molly_Stew: @realDonaldTrump adding Housewives to your show calls for entertaining tv 😊 #CelebrityApprentice"""
"""@organics2014: @ApprenticeNBC @realDonaldTrump will @Kateplusmy8 be too?  Yes."
"""@DenisePlante: “  By popular demand I will be tweeting tomorrow's premiere of .@ApprenticeNBC on .@nbc 9/8c http:// http://t.co/MiVcT6zjEk”"
"""@MyCrashIs: @realDonaldTrump @ApprenticeNBC please let it be @BrandiGlanville and @KenyaMoore first. But u probably like that negativity"""
"""@barbarabee2u: @realDonaldTrump @ApprenticeNBC Can;t wait!"""
"""@MIclimber: @realDonaldTrump look at alum @THEGaryBusey making you proud with @AmazonFireTV #CelebApprentice"" Great."
"""@LeaDiLiberto: @BrandiGlanville @ApprenticeNBC @realDonaldTrump You in danger, girl!"""
"""@Cherylynn6464: @realDonaldTrump @ApprenticeNBC Looking forward to your show and especially seeing Joan Rivers."" She did a great job!"
"""@SisterTrue: @realDonaldTrump can't wait love this show, helps me realize so many things!"""
"""@dpal1996: @realDonaldTrump @ApprenticeNBC cannot wait!!!"""
"""@RustyHook2:  @ApprenticeNBC I just watched the ""tease"" on you tube. Terrell,Johnny and Kate won't be there for long. We will see..."""
"""@patjeanes: @realDonaldTrump Im sure the show will be great, but you need to get on the campaign trail"" Watch!"
"""@ShellsterNYC: @realDonaldTrump @ApprenticeNBC How many times does TO cry?"""
"""@PamKing8628: @realDonaldTrump @mikerandcom - #TeamLeeza will be following ur #CelebApprentice comments! @LeezaGibbons"""
"""@PamKing8628: @mikerandcom @realDonaldTrump @LeezaGibbons @IanZiering #TeamLeeza to the finish line!!"""
"""@MY_2BCOLLIES: @MiloandJack  Actually Milo, Mr Trump felt Kate has a good shot at winning. DonaldTrump was very complimentary about Kate."""
"""@___LisaMichelle: So excited. You got this Brandi! @BrandiGlanville @ApprenticeNBC @realDonaldTrump"""
"""@wristbridge: Just set my DVR for The Apprentice. Let's go @realDonaldTrump"""
"""@MattLytle: @realDonaldTrump So a new Celebrity Apprentice Sunday and Monday night?""  YES."
"""@hobbyath: @realDonaldTrump @ApprenticeNBC Brandi G. #getoffmyTV goes first hopefully"""
"""@RosaleeAdams: @realDonaldTrump @ApprenticeNBC I thought it would never start again..."""
"""@shihtzupad: @realDonaldTrump @ApprenticeNBC I LOVE THIS SHOW👍❤️‼️"""
"""@JSKibler: @MrDrewScott @MrSilverScott we need to get you all on the @celebapprentice with the @realDonaldTrump. #unstoppable #makeithappen"
"""@tbc_branding: To my biz-minded tweeps from #SharkTankNation #Restaurantstartup #theprofit...I'll see you 2nite for #CelebrityApprentice"
"""@DavidThomasNo1: Tune in for some late night viewing of @realDonaldTrump on celebrity apprentice USA @BBCOne tonight"""
"""@emilyplacido: @realDonaldTrump @BernieSandner @ApprenticeNBC Me too!!!! #TeamLeeza all the way!!! @LeezasCareCafe is a wonderful charity!!"
"""@DavidBodner: So excited for #thecelebrityapprentice cant wait to see what @realDonaldTrump @IvankaTrump have in store for us this season!"""
"""@JanzenErika: @BillRancic  @ApprenticeNBC Thank you for reminding me watch/ set my pvr for The Apprentice tonight! Thank you Bill."""
"""@JillyBaDilly: @realDonaldTrump I've been waiting for this day for way too long! #CelebApprentice starts tonight! Can't wait! 🎉"" Enjoy!"
"""@mariadomenique9: @ApprenticeNBC @TODAYshow @realDonaldTrump @RealGilbert @GeraldoRivera cant wait to watch tonight!!!"""
"""@ChrisJPMac: Really looking forward to the Premier of The Apprentice tonight at 9PM EST on NBC.Such a well executed and captivating show."
"""@Heidilucky:  Hello Mr. Trump. I LOVE @TheApprentice9 and can NOT wait till it airs. @ABCSharkTank and @TheProfitCNBC ; 2 other faves!"""
"""@cinna33: @MrSilverScott @CelebApprentice @realDonaldTrump @JSKibler Yeah! Bring on/down the gauntlet"""
"""@NicoleAMarin: I can't wait to watch this season of #CelebrityApprentice  @DonaldJTrumpJr I can't wait to watch @BrandiGlanville dominate!"""
"""@KellyJeanturner: @realDonaldTrump @Kateplusmy8 #ticktock 12 hours &amp; counting down to watch #ApprenticeNBC"""
"""@PamelaDunfee: @BillRancic @realDonaldTrump @ApprenticeNBC I can't wait to watch The New APPRENTICE NBC @ 9:00 pm tonight."""
Everyone is asking me to cover The Apprentice LIVE on twitter. I will do so. Tonight 9 to 11. IT WILL BE A GREAT EVENING OF TELEVISION!
#CelebApprentice @apprenticenbc returns tonight at 9/8c on NBC- http://t.co/eNuRYMhQwE
In less than 30 minutes- watch the season premiere of @ApprenticeNBC on NBC.
This is going to be a special season - truly great characters and cast. You will soon see!
"""@MLRatchford: @ApprenticeNBC @realDonaldTrump rooting for @RealGilbert. #TeamGilbert"""
"""@fabiolasellsnj: @DonaldJTrumpJr @realDonaldTrump @ApprenticeNBC looking forward to this"""
"""@Flowerchic462: Ok Tweeps. Who is going home first tonight?! #CelebApprentice @ApprenticeNBC @realDonaldTrump @DonaldJTrumpJr @IvankaTrump"""
"""@SkaCreek: In Ten minutes on @realDonaldTrump 's Apprentice @IanZiering begins his season long domination! @Jason_Priestley you watchin?"""
It's still exciting after all these years - and this cast is special!
"""@llluminatedOnes: Here we go! @ApprenticeNBC starts NOW on @NBC! Let's do this! @RealDonaldTrump @IvankaTrump  #CelebApprentice"""
"""@princessrisssss: I am SOO super excited to watch @ShawnJohnson and DonaldTrump on tonight!! Two of my favorite people ever. SHE IS GREAT."
"""@fabulyss22: My Sunday's will now be spent with @realDonaldTrump again! So excited #CelebrityApprentice is back!"""
"""@stacekop: @realDonaldTrump Geraldo may be crazy enough to do whatever it takes."""
"""@BucherBrandon:  Watching @realDonaldTrump 's show #CelebApprentice to see @BrandiGlanville"""
"""@KiernanProud: @realDonaldTrump so excited! Best show on television. #CelebApprentice"""
"""@JohnG500: Love @realDonaldTrump and @ApprenticeNBC! This is gonna be another awesome season. #CelebApprentice"""
"""@michaelsdevine: I kinda hope @RealGilbert sticks around for a while just for moments like that #CelebApprentice @ApprenticeNBC"
"""@ApprenticeNBC: ""Nobody wants to be the first one fired."" Isn't that the truth, @realDonaldTrump. #CelebApprentice"" VERY SAD TO BE FIRST."
"""@sprinkler22: @realDonaldTrump i love donald trump!!!!"" Thanks"
"""@straitblazin: @realDonaldTrump has an all star cast of celebrities this season of @ApprenticeNBC! This should be interesting."" True."
"""@Gaga_In_Fla: @AndreaTantaros @FoxNews @GeraldoRivera @realDonaldTrump Well, not that it matters, I think Geraldo is a sanctimonious ass."""
"""@teerexbc: I'm rooting for @MsVivicaFox @ShawnJohnson and @peachespulliam #CelebrityApprentice #thecelebrityapprentice #nbc DonaldTrump"
"""@JakeKrippner: “@realDonaldTrump: So, who should win, who is your favorite?” @ShawnJohnson"""
"""@TNelly813: Yay! @realDonaldTrump I'm so excited for celebrity apprentice :)"""
"""@KristaCantwell: @realDonaldTrump I'm so happy that @ApprenticeNBC is back! #CelebApprentice"""
"""@MichaelMPierce: Watching @ApprenticeNBC for the first time ever. Love it so far! @realDonaldTrump"""
"""@Dbarbs1: @realDonaldTrump please fire Kenya first."" Really?"
"""@Stevie_SKenergy: @realDonaldTrump @NBCApprentice This show motivates me. Part of my inspiration to #saveSKsocial"""
"""@JustSoldCom: @realDonaldTrump SO HAPPY #CelebrityApprentice is back on! Thanks Donald for keeping it real!"""
Who do you like - hate so far?
"""@SarahLynEllis: I'm loving this Celebrity Apprentice season!@realDonaldTrump @ShawnJohnson @IvankaTrump The Donald is the best! #YoureFired"
"""@mumlvs2run: @Kateplusmy8 You look fab! They were so lucky to have you in the kitchen 😉 @realDonaldTrump @ApprenticeNBC Go Kate Go!"""
"""@JoSportsGal:  @BrandiGlanville Too early first episode. @realDonaldTrump season needs to play out. Then I'll let u know. #WorkHard, #Win"""
"""@GlendaKParks: @realDonaldTrump @BrandiGlanville NOT @KenyaMoore! She does nothing but run her mouth!"""
"""@TheReader23: @realDonaldTrump @BrandiGlanville Brandi for the win"""
"""@JoseMar87531474: Watching @ApprenticeNBC @nbc @realDonaldTrump is the man..."""
"""@mariadomenique9: The mens team has better flavors of pies. Interested to see who wins! #CelebApprentice @realDonaldTrump"""
"""@brendalynwraps: @realDonaldTrump Leeza!!!"""
"""@CarrieOn2014: @realDonaldTrump @BrandiGlanville Brandi is the BEST!!!!! She deserves it all! #CelebrityApprentice"""
"""@TGambinoVent: #CelebrityApprentice @KenyaMoore go home please! @realDonaldTrump plez help! Love the show but, she's trying to be @OMAROSA"
"""@KristyHernandez: @realDonaldTrump yay watching my very favorite show, Celebrity Apprentice and LOVING it!!😍💃"""
"""@briankgarver: @realDonaldTrump like Shawn Johnson and predicting her as season winner!!!!!! 👍👍👍"""
"""@NaomiEpstein: @realDonaldTrump @ApprenticeNBC Kenya Moore will be omarosa redux. That attitude is boring. She needs to go."
"""@OrionTrunk:  @terrellowens is going to go far because he's a media circus. @IanZiering will come close to winning, but Shawn can also."""
"""@biggangVH1: @realDonaldTrump love the show! #CelebApprentice"""
"""@ACTUALLYDOMINIC: @kevinjonas is on #celebapprentice??? that's it, @realDonaldTrump, you have a winner... #askkevin #teamkevin all the way"
"""@Jwundy: I admire how @kevinjonas is holding himself in the boardroom #TeamKevin @IvankaTrump @realDonaldTrump"""
"""@remember91808: @RealGilbert and @kevinjonas are the best things about this season of @ApprenticeNBC: Can we keep them around until the end"
"""@SennieC: @realDonaldTrump all the athletes are doing great!"""
"""@thatsoundstasty: The baby in the background got hit in the face with flying pie! #poorthing #DidYouSeeThat #CelebApprentice"
"""@otowned: @realDonaldTrump Any Real Housewife"""
"""@KimberlySyring: @realDonaldTrump @BrandiGlanville I love Brandi you go girl kick some a$$!!!"""
"""@amiguiza: @realDonaldTrump I believe in Kevin Jonas!!! he's the best #TeamKevin #AskKevin"""
"""@ohbehave71: @realDonaldTrump Kenya Moore - hmmmm - Won't be there long. Needs to go. #CelebApprentice"""
"""@roswell2001: So glad #CelebrityApprentice is back! @realDonaldTrump @kevinjonas @RealGilbert are my favs. Go team vortex!"""
"""@Prochekhomeinsp: Would be the greatest start to the new Year that I could ever imagine!!! Happy New Year Mr. Trump and Team!!!"""
"""@ShortCakesSheep: @realDonaldTrump @roswell2001 @kevinjonas @RealGilbert agree!!!"""
This boardroom gets CRAZY! These people are wild
"""@thecccowanshow: @realDonaldTrump @NaomiEpstein @ApprenticeNBC KENYA MOORE ROCKS! WATCH HER WORK HER STUFF!!!"""
"""@cav1301: @realDonaldTrump Kenya Moore is an ass!! Hope she is fired FIRST!!!"""
How do you like the boardroom so far?
"""@MikeDemkiw: @realDonaldTrump Kevin Jonas is a very strong player, surprised."""
"""@salans77: @realDonaldTrump great boardroom so far. Love the tension"""
"""@jonas_brotha: @realDonaldTrump @KenyaMoore just goes for the throat"""
"""@scdaily4: @realDonaldTrump loving it....glad you're back. But we're wondering who is this season's @GaryBussey"""
"""@Mari907: @realDonaldTrump &amp; @IvankaTrump back on my TV! I'm a happy gal ❤️😍"""
"""@Terramarkov16: @Terramarkov16 @realDonaldTrump: I think the ladies team will fire the blonde who dissed her team. Respect. #Apprentice"""
"""@Mag_0909: @realDonaldTrump intense but I would expect nothing less"""
"""@Jwundy: Kevin is bringing it in the boardroom @kevinjonas @IvankaTrump @realDonaldTrump"""
"""@TEisen229: @realDonaldTrump great cast! Girls are going to win!"""
"""@CrueBabe: @realDonaldTrump I love the boardroom. Awkward atmosphere right now. #CelebApprentice"""
"""@TimothyMcManus4: @realDonaldTrump Very intense!! #CelebApprentice"""
"""@queenOFspice: I follow @realDonaldTrump in hopes he'll drop some knowledge that'll make me as rich as him"""
"""@Lanae_Jonas22: @realDonaldTrump it is interesting so far"""
"""@michaelsdevine: Can't wait to see what team lost so the gloves can come off! #CelebApprentice @ApprenticeNBC @realDonaldTrump"""
"""@srqsweetheart: It's about to go down! Buckle up! @realDonaldTrump #CelebApprentice"""
"""@FTESTERNBTLSFAN: @realDonaldTrump wonder who gets ""FIRED"" hmmm"""
"""@Jwundy: The iconic ""You're fired"" is coming @realDonaldTrump can't wait."""
"""@rchunter: @realDonaldTrump tells the guys, go back to @TrumpTowerNY and watch if you want to, it won't be pretty. #CelebApprentice"""
"""@GodIgetitnow: @realDonaldTrump it will not be pretty (Keisha YOUR FIRED) #CelebApprentice"""
"""@DerrickBolenVA: @realDonaldTrump has built up a great show #CelebApprentice"""
"""@eyetweethere: @realDonaldTrump best part of the show"""
"""@MNBosstom: @DonaldJTrumpJr @realDonaldTrump I really needed to watch the Apprentice tonight!! Great show!! Motivates me!! #CelebApprentice"
"""@AnthonyJamesTV: @GeraldoRivera and @kevinjonas killed it! @ApprenticeNBC @realDonaldTrump @nbc #CelebApprentice"""
"""@ArizonaNFLFan: .@realDonaldTrump I love celebrity apprentice. The storylines are much better than NFL playoff football."""
"""@miasmiiles: @realDonaldTrump #trumpforpresident2016"""
"""@SarahSS555: @realDonaldTrump is my idol... #CelebApprentice"" Thanks."
"""@The_Paul08: There's nothing more relaxing than a Trump Tower suite!! @TrumpChicago @TrumpCollection #CelebApprentice @realDonaldTrump"
"""@Christine_8888: @realDonaldTrump Brandi for the win!!"""
"""@MarshaABrady: @realDonaldTrump @TheApprentice9 I hope it's Kate, I don't want to look at her again, on this show or any other.... Sorry"""
"""@keithwmcandrew: Who will @realDonaldTrump fire?!? Will there be a #catfight in the boardroom?!? @ApprenticeNBC #CelebrityApprentice"
"""@NicoleAMarin: Mondays are about to become my favourite night of the week! #CelebrityApprentice @realDonaldTrump @IvankaTrump"
"""@UglyWewe: Love @realDonaldTrump asking @BrandiGlanville for the truth! He knows he'll get it!"""
"""@luvsleopard2: @billybush @realDonaldTrump the music always gives it such a dramatic effect😱"""
"""@AlexPerrry: First time watching Celebrity Apprentice and I'm really enjoying it! @realDonaldTrump"""
"""@NicoleAMarin: You're Fired! It's music to my ears when it comes from @realDonaldTrump mouth! Why a commercial?!? #CelebrityApprentice"""
"""@irwin171: #CelebApprentice just turned me into a @kevinjonas fan. Love the new season!! @realDonaldTrump"""
"""@bethdelany: @realDonaldTrump Jamie brought in no money? her pie recipe brought in $25K #CelebrityApprentice"""
Hope you liked it. Tune in tomorrow night at 8:00 and 9:00 for two episodes and two boardrooms! Will be a great evening of television!
"""@virgiegurl: @ApprenticeNBC @realDonaldTrump AWESOME TEAMS TONIGHT. ..!!! PRICELESS"""
"""@RockyRoad_: Nothing like hearing @realDonaldTrump say ""YOU'RE FIRED"" twice in one night! Tomorrow Night 8/7 CST!👊😜 #CelebApprentice"
"""@loribuckmajor: @realDonaldTrump @BrandiGlanville is as real as they come. Love her #CelebApprentice"""
"""@ASEDawg89: @realDonaldTrump so many women to fire. Gonna be a cat fight"""
"""@CrueBabe: @realDonaldTrump I loved it. #CelebApprentice"""
"""@TravyJ1: I wonder how it would be growing up with @realDonaldTrump as a father"""
"""@sweetiee1s: @sweetiee1s: @ACTUALLYDOMINIC @realDonaldTrump @peachespulliam I agree. Kate needed the boot. Her time will come"""
"""@iiarwatch: @realDonaldTrump You fired the right woman tonight. Kenya &amp; Brandi each must go. The lowest of the low."""
This show was taped just before the terrible Bill Cosby revelations came to light.She still should have asked him for money-goes to charity.
"""@rachelredl: Ahhhhhh really would do anything to be on The Apprentice @realDonaldTrump"""
"""@RickyV_ADW: Gotta say I have @kevinjonas winning it all @realDonaldTrump social media, strategy, and seems to know how to spin things."
"""@ameliasg: @ameliasg @piersmorgan @ApprenticeNBC  @IvankaTrump does anyone else think some faces look like Picasso sculptures?"""
"""@JulieMyra: @BrandiGlanville @realDonaldTrump you go. Love your spirit. F the haters"""
"""@axpeters17: @kevinjonas is the one to beat on @ApprenticeNBC @realDonaldTrump #CelebApprentice"""
"""@missklamert:I HATE @realDonaldTrump ! But I have to watch this season of #TheApprentice because it has such an awesome cast. #TeamKenya !"""
"""@CandidlyNic: @BrandiGlanville You were awesome! Love your loyalty to team members like Keisha. &lt;3 You!! @KathySimovski @realDonaldTrump"""
"""@bigdogg1974: @realDonaldTrump @Kateplusmy8 Kate looked great and did an amazing job, even though no dough she worked very hard! #truth"
"""@CeeCee928:  @MsVivicaFox PLS NOT @BrandiGlanville OR @KenyaMoore JUST BCUZ U R DRAMA DOESNT MEAN U SHOULD hEARN THE TITLE OR PRAISE"""
"""@ACLrecoveryCLUB: @realDonaldTrump I know you went back and forth w/ Cuban - I'm convinced @ApprenticeNBC is the best show on tv!"""
"""@Kbrozz26: @realDonaldTrump I don't watch a lot of T.V but couldn't wait for Celebrity Apprentice. It was great!!"""
"""@BraunMatt: Really enjoyed #CelebApprentice tonight. Looking forward to a couple new episodes tomorrow night! @realDonaldTrump"""
"""@summer0001: Why is @realDonaldTrump so amazing? Love watching #CelebApprentice"""
"""@SparkleAWin: DonaldTrump Alot of good looking guys but what's important is R they #CelebApprentice material Can't wait 2 C them in action"""
"""@DanaDelikat:  @ApprenticeNBC. Surprised how accurate and likable the Jonas brother is pointing out Heraldo's #bighead #big #ego poster"""
"""@AnnieDrews:  So glad #CelebApprentice is back! Looks like it will be a fantastic year! Thanks for a great show. Got out of hosp in time!"""
"""@ShortCakesSheep: I am rooting for @RealGilbert @kevinjonas but if I was on the #Apprentice I would call my friend @limbaugh to help"""
"""@wooten_smith:  @RickyV_ADW @kevinjonas I agree kevin seems to have what it takes and he seems very classy. Wasnt a fan b4 but am now."""
"""@Shannonfamini: @realDonaldTrump can't wait for tomorrow's episodes! #CelebApprentice #TRUMP"""
"""@RRodriguez62: @realDonaldTrump First time I watched the start of the season. Enjoyed the show, will tune in tomorrow night."""
"""@tmh813: @realDonaldTrump prove that you actually control this account, and I will tell everyone I know about the show #takeaselfie"
"""@KennyKing4: @JustinTGee #CelebApprentice is one of my fav shows!!! Wanna live tweet tmrw night? #datenight @realDonaldTrump @IvankaTrump"""
I will be LIVE tweeting tomorrow (MONDAY) nights TWO shows starting at 8:00 P.M. They are both great.
"""@sixtoluis57: @ameliasg @piersmorgan @ApprenticeNBC @IvankaTrump No comment, you can see every pore in todays TV screens. U look mavelous"""
"""@Aschultz2014: @realDonaldTrump Best @ApprenticeNBC cast ever!! Love @IanZiering and so glad @Kateplusmy8 wasn't fired! #notlazy"""
"""@erik. My newsfeed is nothing but DonaldTrump n @RealGilbert #CelebrityApprentice! But that's alright with me cuz I love them. Great minds."
"""@JordonBruno: I really love @realDonaldTrump"""
"""@Linsinn: @realDonaldTrump Yes! #CelebrityApprentice on now, been waiting for months! #CelebApprentice"""
"""@Rongtr: @realDonaldTrump Great show! My money is on Sig Hanson or Geraldo Rivera!"""
"""@BJohnson683: @IvankaTrump @realDonaldTrump the first show of #CelebApprentice was amazing. Can't wait to see next week's episode."""
"""@BillyMayfield: @realDonaldTrump great show tonight! Can't wait till tomorrow night!!"""
"""@christinaaa28: #CelebApprentice is baaaaaack! @realDonaldTrump @IvankaTrump"""
"""@missskin604: It's time!! #CelebApprentice @realDonaldTrump #westcoast"""
"I will be on @foxandfriends at 7:00 A.M. Will be talking about many things, including The Apprentice!"
