,Date,Open,High,Low,Close,Adj Close,Volume,change
0,2015-01-02,206.380005,206.880005,204.179993,205.429993,186.159332,121465900,-0.9500120000000152
1,2015-01-05,204.169998,204.369995,201.350006,201.720001,182.797379,169632600,-2.449996999999996
2,2015-01-06,202.08999599999999,202.720001,198.860001,199.820007,181.07560700000002,209151400,-2.269988999999981
3,2015-01-07,201.419998,202.720001,200.880005,202.309998,183.33201599999998,125346700,0.8900000000000148
4,2015-01-08,204.009995,206.16000400000001,203.990005,205.899994,186.585236,147217800,1.8899989999999889
5,2015-01-09,206.399994,206.419998,203.509995,204.25,185.090027,158567300,-2.1499939999999924
6,2015-01-12,204.41000400000001,204.600006,201.919998,202.649994,183.640121,144396100,-1.7600100000000225
7,2015-01-13,204.119995,205.479996,200.509995,202.080002,183.123596,214553300,-2.0399929999999813
8,2015-01-14,199.649994,201.100006,198.570007,200.860001,182.01803600000002,192991100,1.2100070000000187
9,2015-01-15,201.630005,202.009995,198.880005,199.020004,180.350677,176613900,-2.610001000000011
10,2015-01-16,198.770004,201.820007,198.550003,201.630005,182.71582,211879600,2.860001000000011
11,2015-01-20,202.399994,202.720001,200.169998,202.059998,183.105469,130991100,-0.3399959999999851
12,2015-01-21,201.5,203.66000400000001,200.940002,203.080002,184.0298,122942700,1.5800020000000075
13,2015-01-22,203.990005,206.259995,202.330002,206.100006,186.766479,174356000,2.110001000000011
14,2015-01-23,205.78999299999998,206.100006,204.809998,204.970001,185.74250800000002,117516800,-0.819991999999985
15,2015-01-26,204.71000700000002,205.559998,203.850006,205.449997,186.177475,92009700,0.7399899999999775
16,2015-01-27,202.970001,204.119995,201.740005,202.740005,183.72168,134044600,-0.22999599999999987
17,2015-01-28,204.169998,204.28999299999998,199.91000400000001,200.139999,181.365585,168514300,-4.029999000000004
18,2015-01-29,200.380005,202.300003,198.679993,201.990005,183.042038,173585400,1.6099999999999852
19,2015-01-30,200.570007,202.169998,199.130005,199.449997,180.74031100000002,197729700,-1.1200100000000077
20,2015-02-02,200.050003,202.029999,197.860001,201.919998,182.978622,163107000,1.8699949999999887
21,2015-02-03,203.0,204.850006,202.550003,204.83999599999999,185.62468,124212900,1.839995999999985
22,2015-02-04,203.919998,205.380005,203.509995,204.059998,184.917847,134306700,0.14000000000001478
23,2015-02-05,204.860001,206.300003,204.770004,206.119995,186.78462199999998,97953200,1.2599939999999776
24,2015-02-06,206.559998,207.240005,204.919998,205.550003,186.268112,125672000,-1.0099950000000035
25,2015-02-09,204.770004,205.639999,204.139999,204.630005,185.434402,87219000,-0.13999899999998888
26,2015-02-10,205.880005,207.119995,204.679993,206.809998,187.409882,96164200,0.9299929999999961
27,2015-02-11,206.610001,207.449997,205.830002,206.929993,187.518646,91087800,0.31999199999998496
28,2015-02-12,207.889999,208.990005,206.970001,208.919998,189.32193,97545900,1.0299990000000037
29,2015-02-13,209.070007,209.83999599999999,208.759995,209.77999900000003,190.101303,93670400,0.7099920000000282
30,2015-02-17,209.399994,210.32000699999998,209.100006,210.11000099999998,190.40031399999998,76968200,0.7100069999999903
31,2015-02-18,209.66000400000001,210.22000099999997,209.33999599999999,210.13000499999998,190.418427,80652900,0.4700009999999679
32,2015-02-19,209.41000400000001,210.419998,209.240005,209.979996,190.282516,91462500,0.569991999999985
33,2015-02-20,209.479996,211.330002,208.729996,211.24000499999997,191.424316,140896400,1.7600089999999682
34,2015-02-23,210.940002,211.210007,210.479996,211.210007,191.397171,74411100,0.2700049999999976
35,2015-02-24,211.11999500000002,212.05000299999998,210.75999500000003,211.809998,191.940842,72472300,0.6900029999999902
36,2015-02-25,211.66000400000001,212.24000499999997,211.22000099999997,211.63000499999998,191.77774,73061700,-0.029999000000032083
37,2015-02-26,211.520004,211.710007,210.649994,211.38000499999998,191.551178,72697900,-0.1399990000000173
38,2015-02-27,211.25999500000003,211.580002,210.600006,210.66000400000001,190.89875800000002,108076000,-0.599991000000017
39,2015-03-02,210.77999900000003,212.059998,210.72000099999997,211.99000499999997,192.104004,87491400,1.210005999999936
40,2015-03-03,211.47000099999997,212.05000299999998,210.080002,211.11999500000002,191.315567,110325800,-0.35000599999995075
41,2015-03-04,210.399994,210.49000499999997,209.059998,210.229996,190.509064,114497200,-0.16999799999999254
42,2015-03-05,210.61999500000002,210.80000299999998,209.850006,210.460007,190.717499,76873000,-0.1599880000000269
