,source,text,date,retweet_count,favorite_count,id_str,time
14168,Twitter for iPhone,The United States has an $800 Billion Dollar Yearly Trade Deficit because of our “very stupid” trade deals and policies. Our jobs and wealth are being given to other countries that have taken advantage of us for years. They laugh at what fools our leaders have been. No more!,2018-03-03,31042,130205,969991653393039360,17:43:26.000000
14172,Twitter for iPhone,"We have large trade deficits with Mexico and Canada. NAFTA, which is under renegotiation right now, has been a bad deal for U.S.A. Massive relocation of companies &amp; jobs. Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed. Also, Canada must..",2018-03-05,19316,82196,970626966004162560,11:47:56.000000
14179,Twitter for iPhone,We are getting it done - jobs and security! https://t.co/Ui8bubj7Yr,2018-03-06,13033,52999,971008238673068032,13:02:59.000000
14186,Twitter for iPhone,"@MarkBurnettTV @RealRomaDowney From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad policies &amp; leadership. Must win again!  #MAGA",2018-03-07,1181,2764,971345895223676928,11:24:42.000000
14187,Twitter for iPhone,"From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies &amp; Leadership. Must WIN again!  #MAGA",2018-03-07,35446,128219,971349864125788160,11:40:29.000000
14284,Twitter for iPhone,"Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military, many jobs are created and our Military is again rich. Building a great Border Wall, with drugs (poison) and enemy combatants pouring into our Country, is all about National Defense. Build WALL through M!",2018-03-25,31170,117696,977855968364171264,10:33:25.000000
14307,Twitter for iPhone,"JOBS, JOBS, JOBS! Unemployment claims have fallen to a 45-year low. Together, we are making the economy great again! https://t.co/pN2TE5HDQm",2018-03-29,18362,74838,979447750529110016,19:58:35.000000
14402,Twitter for iPhone,"....untruthful slime ball who was, as time has proven, a terrible Director of the FBI. His handling of the Crooked Hillary Clinton case, and the events surrounding it, will go down as one of the worst “botch jobs” of history. It was my great honor to fire James Comey!",2018-04-13,35266,143118,984767560494313472,12:17:37.000000
14403,Media Studio,"We are bringing back our factories, we are bringing back our jobs, and we are bringing back those four beautiful words: MADE IN THE USA! https://t.co/grABSrYUBX",2018-04-13,25345,111025,984828878060335104,16:21:16.000000
14513,Twitter for iPhone,"Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opened for the first time in Decades - Legacy Stuff! Thank you also to Chance and Dr. Darrell Scott, they really get it (lowest Black &amp; Hispanic unemployment in history).",2018-04-27,34372,146080,989854486310113280,13:11:14.000000
14523,Twitter for iPhone,"Look forward to being in the Great State of Michigan tonight. Major business expansion and jobs pouring into your State. Auto companies expanding at record pace. Big crowd tonight, will be live on T.V.",2018-04-28,18797,97399,990227703575056384,13:54:16.000000
14563,Twitter for iPhone,"Because Jobs in the U.S. are doing so well, Americans receiving unemployment aid is the lowest since 1973. Great!",2018-05-04,22674,111048,992350362450518016,10:28:58.000000
14567,Twitter for iPhone,"JUST OUT: 3.9% Unemployment. 4% is Broken! In the meantime, WITCH HUNT!",2018-05-04,30969,137773,992395376039727104,13:27:50.000000
14614,Twitter for iPhone,"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!",2018-05-13,17379,84164,995680316458262528,15:01:00.000000
14696,Twitter for iPhone,"There will be big news coming soon for our great American Autoworkers. After many decades of losing your jobs to other countries, you have waited long enough!",2018-05-23,19136,87991,999278498182258688,13:18:54.000000
14742,Twitter for iPhone,"Happy Memorial Day! Those who died for our great country would be very happy and proud at how well our country is doing today. Best economy in decades, lowest unemployment numbers for Blacks and Hispanics EVER (&amp; women in 18years), rebuilding our Military and so much more. Nice!",2018-05-28,27460,130467,1001085207825534976,12:58:07.000000
14780,Twitter for iPhone,Looking forward to seeing the employment numbers at 8:30 this morning.,2018-06-01,11588,76357,1002510522032541696,11:21:48.000000
14783,Twitter for iPhone,“We ran out of words to describe how good the jobs numbers are.”  Neil Irwin of the @nytimes.,2018-06-02,16426,74403,1002877499448152064,11:40:03.000000
14892,Twitter for iPhone,"Stock Market up almost 40% since the Election, with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades, with Black &amp; Hispanic unemployment lowest in History, and Female unemployment lowest in 21 years. Highest confidence ever!",2018-06-11,32153,139239,1006293144911085568,21:52:36.000000
14902,Twitter for iPhone,"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!",2018-06-12,20882,99116,1006640694264397824,20:53:38.000000
14911,Twitter for iPhone,"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!",2018-06-13,13662,74619,1006833568641777664,09:40:03.000000
14932,Twitter for iPhone,"U.S.A. Jobs numbers are the BEST in 44 years. If my opponent (the Democrats) had won the election, they would have raised taxes substantially and increased regulations - the economy, and jobs, would have been a disaster!",2018-06-15,21635,98957,1007589800667435008,11:45:03.000000
14952,Twitter for iPhone,"Our economy is perhaps BETTER than it has ever been. Companies doing really well, and moving back to America, and jobs numbers are the best in 44 years.",2018-06-17,15724,82528,1008335560988078080,13:08:26.000000
14953,Twitter for iPhone,Washington Post employees want to go on strike because Bezos isn’t paying them enough. I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time! Is @WaPo a registered lobbyist?,2018-06-17,16714,70925,1008340100877570048,13:26:28.000000
14995,Twitter for iPhone,"Henry McMaster has done a great job as Governor of South Carolina. The State is BOOMING, with jobs and new industry setting records. He is tough on Crime and strong on Borders, Health Care, the Mititary and our great Vets. Henry has my full and complete Endorsement! #MAGA",2018-06-21,3852,16283,1009779791858413568,12:47:17.000000
14998,Twitter for iPhone,"Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING, with jobs and new industry setting records. He is tough on Crime and Strong on Borders, Healthcare, the Military and our great Vets. Henry has my full and complete Endrosement! #MAGA",2018-06-21,9527,43115,1009796154220072960,13:52:18.000000
15063,Twitter for iPhone,"It was great being with Governor Henry McMaster last night in South Carolina. Henry is tough on Crime and Borders, loves our Military and our Vets and has created many jobs and a great economy. GO OUT AND VOTE FOR HENRY TODAY, HE WILL NEVER LET YOU DOWN!",2018-06-26,15055,71442,1011579076493144064,11:57:00.000000
15064,Twitter for iPhone,"A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move, watch, it will be the beginning of the end - they surrendered, they quit! The Aura will be gone and they will be taxed like never before!",2018-06-26,19167,87652,1011584315040419840,12:17:49.000000
15086,Twitter for iPhone,In recent days we have heard shameless attacks on our courageous law enforcement officers. Extremist Democrat politicians have called for the complete elimination of ICE. Leftwing Activists are trying to block ICE officers from doing their jobs and publicly posting their...,2018-06-28,20988,81772,1012174975061647360,03:24:54.000000
15096,Twitter for iPhone,"Today, we broke ground on a plant that will provide jobs for up to 15,000 Wisconsin Workers! As Foxconn has discovered, there is no better place to build, hire and grow than right here in the United States! https://t.co/tOFFodZYvK",2018-06-28,21298,94785,1012409641911930880,18:57:22.000000
15146,Twitter for iPhone,"A vote for Democrats in November is a vote to let MS-13 run wild in our communities, to let drugs pour into our cities, and to take jobs and benefits away from hardworking Americans. Democrats want anarchy, amnesty and chaos - Republicans want LAW, ORDER and JUSTICE!",2018-07-06,33537,131672,1015033658548207616,00:44:17.000000
15193,Twitter for iPhone,"“Trump has been the most consequential president in history when it comes to minority employment. In June, for instance, the unemployment rate for Hispanics and Latinos 16 years and older fell to 4.6%, its lowest level ever, from 4.9% in May.” https://t.co/ex9jizOyAV",2018-07-12,18420,68641,1017426065029910528,15:10:51.000000
15236,Twitter for iPhone,“A lot of Democrats wished they voted for the Tax Cuts because the economy is booming - we could have 4% growth now and the Fed said yesterday that unemployment could drop again.”  @foxandfriends  @kilmeade,2018-07-18,16120,71039,1019538038651871232,11:03:05.000000
15238,Twitter for iPhone,"3.4 million jobs created since our great Election Victory - far greater than ever anticipated, and only getting better as new and greatly improved Trade Deals start coming to fruition!",2018-07-18,22779,102872,1019545713435467776,11:33:34.000000
15248,Twitter for iPhone,Really big jobs meeting today at the White House! 3 P.M.,2018-07-19,11311,62129,1019909066456489984,11:37:25.000000
15350,Twitter for iPhone,"The biggest and best results coming out of the good GDP report was that the quarterly Trade Deficit has been reduced by $52 Billion and, of course, the historically low unemployment numbers, especially for African Americans, Hispanics, Asians and Women.",2018-07-29,21443,88751,1023549416446279680,12:42:52.000000
15416,Twitter for iPhone,July is just the ninth month since 1970 that unemployment has fallen below 4%. Our economy has added 3.7 million jobs since I won the Election. 4.1 GDP. More than 4 million people have received a pay raise due to tax reform. $400 Billion brought back from “overseas.” @FoxNews,2018-08-03,18443,77998,1025504226204680192,22:10:35.000000
15419,Twitter for iPhone,"Almost 500,000 Manufacturing Jobs created since I won the Election. Remember when my opponents were saying that we couldn’t create this type of job anymore. Wrong, in fact these are among our best and most important jobs!",2018-08-03,22625,98844,1025516607886577664,22:59:47.000000
15437,Twitter for iPhone,"Tariffs are working big time. Every country on earth wants to take wealth out of the U.S., always to our detriment. I say, as they come,Tax them. If they don’t want to be taxed, let them make or build the product in the U.S. In either event, it means jobs and great wealth.....",2018-08-05,16604,75150,1026075214227165184,11:59:29.000000
15446,Twitter for iPhone,"Great financial numbers being announced on an almost daily basis. Economy has never been better, jobs at best point in history. Fixing our terrible Trade Deals is a priority-and going very well. Immigration on Merit Based System to take care of the companies coming back to U.S.A.",2018-08-06,17792,74883,1026481210405605376,14:52:46.000000
15478,Twitter for iPhone,Thank you to Kanye West and the fact that he is willing to tell the TRUTH. One new and great FACT - African American unemployment is the lowest ever recorded in the history of our Country. So honored by this. Thank you Kanye for your support. It is making a big difference!,2018-08-10,35927,148131,1028052897563590656,22:58:05.000000
15485,Twitter for iPhone,I am proud to have fought for and secured the LOWEST African American and Hispanic unemployment rates in history. Now I’m pushing for prison reform to give people who have paid their debt to society a second chance. I will never stop fighting for ALL Americans!,2018-08-11,36242,152272,1028275158342098944,13:41:16.000000
15491,Twitter for iPhone,".@GovMikeHuckabee “Your paycheck is bigger, your pension is stronger.” @foxandfriends  Unemployment numbers are better than they have been in 50 years, &amp; perhaps ever. Our country is booming like never before - and it will get even better! Many companies moving back to the U.S.A.",2018-08-12,22278,95322,1028620642529292288,12:34:06.000000
15561,Twitter for iPhone,"In speaking with some of the world’s top business leaders I asked what it is that would make business (jobs) even better in the U.S. “Stop quarterly reporting &amp; go to a six month system,” said one. That would allow greater flexibility &amp; save money. I have asked the SEC to study!",2018-08-17,16741,75930,1030416679069777920,11:30:55.000000
15565,Twitter for iPhone,"Just announced, youth unemployment is at a 50 year low!  @foxandfriends",2018-08-17,19523,88731,1030431396341444608,12:29:24.000000
15567,Twitter for iPhone,"Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again, just look at the markets, jobs, military- setting records, and we will do even better. Andrew “chocked” badly, mistake!",2018-08-17,1177,4250,1030455761913217024,14:06:13.000000
15568,Twitter for iPhone,"Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again, just look at the markets, jobs, military- setting records, and we will do even better. Andrew “choked” badly, mistake!",2018-08-17,21178,90668,1030456820417081344,14:10:25.000000
15574,Twitter for iPhone,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishingthat he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......",2018-08-18,2091,6214,1030629846299357184,01:37:58.000000
15575,Twitter for iPhone,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......",2018-08-18,21534,77845,1030631977135812608,01:46:26.000000
15707,Twitter for iPhone,How the hell is Bruce Ohr still employed at the Justice Department? Disgraceful!  Witch Hunt!,2018-08-29,26276,101929,1034821067423014912,15:12:23.000000
15749,Twitter for iPhone,"....Remember, NAFTA was one of the WORST Trade Deals ever made. The U.S. lost thousands of businesses and millions of jobs. We were far better off before NAFTA - should never have been signed. Even the Vat Tax was not accounted for. We make new deal or go back to pre-NAFTA!",2018-09-01,19907,81782,1035908242277376000,15:12:25.000000
15758,Twitter for iPhone,"....The fact is that African/American unemployment is now the lowest in the history of our country. Same with Asian, Hispanic and almost every other group. The Democrats have been all talk and no action. My Administration has already produced like no other, and everyone sees it!",2018-09-02,32533,137610,1036246829560680448,13:37:51.000000
15760,Twitter for iPhone,Happy Labor Day! Our country is doing better than ever before with unemployment setting record lows. The U.S. has tremendous upside potential as we go about fixing some of the worst Trade Deals ever made by any country in the world. Big progress being made!,2018-09-03,27895,124606,1036576599771111424,11:28:14.000000
15799,Twitter for iPhone,"Cosumer confidence highest in 18 years, Atlanta Fed forecasts 4.7 GDP, manufacturing jobs highest in many years. “It’s the story of the Trump Administration, the Economic Success, that’s unnerving his detractors.” @MariaBartiromo",2018-09-06,19110,76621,1037664539284844544,11:31:19.000000
15827,Twitter for iPhone,"“Trump has set Economic Growth on fire. During his time in office, the economy has achieved feats most experts thought impossible. GDP is growing at a 3 percent-plus rate. The unemployment rate is near a 50 year low.” CNBC...Also, the Stock Market is up almost 50% since Election!",2018-09-09,19063,77923,1038792215617830912,14:12:18.000000
15832,Twitter for iPhone,The GDP Rate (4.2%) is higher than the Unemployment Rate (3.9%) for the first time in over 100 years!,2018-09-10,25215,90857,1039107129880272896,11:03:40.000000
15843,Twitter for iPhone,"Chuck Schumer is holding up 320 appointments (Ambassadors, Executives, etc.) of great people who have left jobs and given up so much in order to come into Government. Schumer and the Democrats continue to OBSTRUCT!",2018-09-10,29429,90214,1039261826318524416,21:18:22.000000
15873,Twitter for iPhone,More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the FBI &amp; DOJ. This should never have happened but we are learning more and more by the hour. “Others were leaking like mad” in order to get the President! ........,2018-09-13,16690,59307,1040210045525536768,12:06:15.000000
15944,Twitter for iPhone,"Financial and jobs numbers are fantastic. There are plenty of new, high paying jobs available in our great and very vibrant economy. If you are not happy where you are, start looking - but also remember, our economy is only getting better. Vote in Midterms!",2018-09-20,17464,70699,1042731410858168320,11:05:16.000000
16022,Twitter for iPhone,"So if African-American unemployment is now at the lowest number in history, median income the highest, and you then add all of the other things I have done, how do Democrats, who have done NOTHING for African-Americans but TALK, win the Black Vote?  And it will only get better!",2018-09-30,34181,136934,1046456403651698688,17:47:03.000000
16068,Twitter for iPhone,Just out: 3.7% Unemployment is the lowest number since 1969!,2018-10-05,37512,159724,1048197648807854080,13:06:08.000000
16157,Twitter for iPhone,“8X more new manufacturing jobs now than with Obama.” @FoxNews  @cvpayne,2018-10-16,15776,68976,1052184484941049856,13:08:24.000000
16166,Twitter for iPhone,"WOW, John James is making headway in Michigan. We are bringing jobs back to the State, and the People of Michigan appreciate it. Debbie Stabenow has been no help, if anything, a major hindrance. John James is a star, I hope the voters see it. Polls are tightening!",2018-10-16,27033,97159,1052270676982333440,18:50:54.000000
16171,Twitter for iPhone,"Stock Market up 548 points today. Also, GREAT jobs numbers!",2018-10-17,13600,70215,1052388580734263296,02:39:24.000000
16174,Twitter for iPhone,"Ted Cruz has done so much for Texas, including massive cuts in taxes and regulations - which has brought Texas to the best jobs numbers in the history of the state. He watches carefully over your 2nd Amendment. O’Rourke would blow it all! Ted has long had my Strong Endorsement!",2018-10-17,20115,80076,1052529703800721408,12:00:11.000000
16257,Twitter for iPhone,"Billions of dollars are, and will be, coming into United States coffers because of Tariffs. Great also for negotiations - if a country won’t give us a fair Trade Deal, we will institute Tariffs on them. Used or not, jobs and businesses will be created. U.S. respected again!",2018-10-23,23601,103218,1054775397798178816,16:43:46.000000
16368,Twitter for iPhone,"Wow! The U.S. added 250,000 Jobs in October - and this was despite the hurricanes. Unemployment at 3.7%. Wages UP! These are incredible numbers. Keep it going, Vote Republican!",2018-11-02,29517,117224,1058354748578033664,13:46:49.000000
16382,Twitter for iPhone,"Heading to Montana and Florida today! Everyone is excited about the Jobs Numbers - 250,000 new jobs in October. Also, wages rising. Wow!",2018-11-03,14020,60026,1058691406263451648,12:04:35.000000
16396,Twitter for iPhone,"Another fantastic #MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to elect @ScottforFlorida and @RonDeSantisFL to protect your jobs, defend your BORDERS, and CONTINUE MAKING AMERICA  GREAT AGAIN! https://t.co/0pWiwCHGbh🇺🇸 https://t.co/sS78uyafOG",2018-11-04,14042,49722,1058893955084025856,01:29:26.000000
16403,Twitter for iPhone,"Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for @BrianKempGA as your next Governor to protect your jobs, defend your borders, fight for your values, and continue MAKING AMERICA GREAT AGAIN! https://t.co/Hzbqw35oNM",2018-11-04,13410,52339,1059220177169063936,23:05:44.000000
16406,Twitter for iPhone,"In just 2 days, the people of Tennessee are going to elect @VoteMarsha Blackburn to the United States Senate to protect your jobs, defend your borders, and CONTINUE MAKING AMERICA GREAT AGAIN! Get out on Tuesday and VOTE for Marsha! https://t.co/BJhmItntMo",2018-11-05,13730,49281,1059264061030969344,02:00:06.000000
16419,Twitter for iPhone,Republicans have created the best economy in the HISTORY of our Country – and the hottest jobs market on planet earth. The Democrat Agenda is a Socialist Nightmare. The Republican Agenda is the AMERICAN DREAM! https://t.co/0pWiwCHGbh https://t.co/JfdM1p5xxY,2018-11-05,13206,44652,1059561007520116736,21:40:04.000000
16421,Twitter for iPhone,"Thank you Indiana! A vote for Mike @Braun4Indiana is a vote to keep your jobs going up, your wages going up, and your healthcare costs coming down. It’s a vote to keep your families safe &amp; to keep criminals, traffickers &amp; drug dealers OUT of our Country! Get out and for for Mike! https://t.co/3AE7WcHZej",2018-11-06,9551,36802,1059611961539915776,01:02:32.000000
16426,Twitter for iPhone,"A fantastic evening in Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/8zgyv5x2A6",2018-11-06,3719,11725,1059673017511485440,05:05:09.000000
16428,Twitter for iPhone,"A fantastic evening in Cape Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/YPB8nqX2d6",2018-11-06,11798,46028,1059695972907921408,06:36:22.000000
16489,Twitter for iPhone,"The problem is that Emmanuel suffers from a very low Approval Rating in France, 26%, and an unemployment rate of almost 10%. He was just trying to get onto another subject. By the way, there is no country more Nationalist than France, very proud people-and rightfully so!........",2018-11-13,28655,108932,1062333534214520832,13:17:06.000000
16499,Twitter for iPhone,"“Boom: Record high business optimism, need for employees at 45-year high” https://t.co/jBFjEwAcfd",2018-11-13,22613,82549,1062459010660622336,21:35:42.000000
16512,Twitter for iPhone,"Last year, I signed the landmark VA Accountability Act to ensure those who mistreat our Veterans can be held fully accountable. Since my inauguration, we have removed more than 3,600 government employees who were not giving our Vets the care they deserve.... https://t.co/KqWXXt7D4U",2018-11-15,19203,77938,1063169733535678464,20:39:51.000000
16584,Twitter for iPhone,"....starts today, election is on December 4th. @VoteBradRaff is tough on Crime and Borders, Loves our Military and Vets. He will be great for jobs!",2018-11-26,9886,40162,1067151249668214784,20:20:59.000000
16714,Twitter for iPhone,"Fake News has it purposely wrong. Many, over ten, are vying for and wanting the White House Chief of Staff position. Why wouldn’t someone want one of the truly great and meaningful jobs in Washington. Please report news correctly. Thank you!",2018-12-11,20699,91578,1072483770819846144,13:30:31.000000
16738,Twitter for iPhone,Thank you to @tim_cook for agreeing to expand operations in the U.S. and thereby creating thousands of jobs! https://t.co/2zOVxp9nTF,2018-12-14,13212,60963,1073643684212682752,18:19:36.000000
16876,Twitter for iPhone,".....close the Southern Border. Bring our car industry back into the United States where it belongs. Go back to pre-NAFTA, before so many of our companies and jobs were so foolishly sent to Mexico. Either we build (finish) the Wall or we close the Border......",2018-12-28,25309,108158,1078634025412116480,12:49:26.000000
16885,Twitter for iPhone,"2018 is being called “THE YEAR OF THE WORKER” by Steve Moore, co-author of “Trumponomics.” It was indeed a great year for the American Worker with the “best job market in 50 years, and the lowest unemployment rate ever for blacks and Hispanics and all workers. Big wage gains.”",2018-12-29,25797,109238,1079121410935660544,21:06:08.000000
16923,Twitter for iPhone,"For FAR TOO LONG Senate Democrats have been Obstructing more than 350 Nominations. These great Americans left their jobs to serve our Country, but can’t because Dems are blocking them, some for two years-historic record. Passed committees, but Schumer putting them on hold. Bad!",2019-01-02,32078,127500,1080263362183917568,00:43:50.000000
16954,Twitter for iPhone,"“Jobs up big, plus 312,000. Record number working. Manufacturing best in 20 years (Previous administration said this could not happen). Hispanic unemployment lowest ever. Dow plus 747 (for day).” @DRUDGE_REPORT",2019-01-06,18221,83649,1081717108176752640,01:00:30.000000
16955,Twitter for iPhone,"“The number of employed Americans has now set a 14th record under President Trump. Over the year, average hourly earnings have increased by 84 cents, or 3.2%. Participation Rate hits Trump-Era High.” CNS NEWS.  And we will do even better with new trade deals and all else!",2019-01-06,17169,77537,1081725924457041920,01:35:32.000000
16966,Twitter for iPhone,"With all of the success that our Country is having, including the just released jobs numbers which are off the charts, the Fake News &amp; totally dishonest Media concerning me and my presidency has never been worse. Many have become crazed lunatics who have given up on the TRUTH!...",2019-01-07,29958,134533,1082259636227620864,12:56:19.000000
16974,Twitter for iPhone,"“The President is the biggest and best supporter of the Steel Industry in many years. We are now doing really well. The Tariffs let us compete. Was unfair that the Steel Industry lost its jobs to unfair trade laws. Very positive outcome.” Mark Glyptis, United Steelworkers",2019-01-08,22152,102601,1082626249984491520,13:13:06.000000
16979,Twitter for iPhone,"Our Country is doing so well in so many ways. Great jobs numbers, with a record setting December. We are rebuilding our military. Vets finally have Choice &amp; Accountability. Economy &amp; GDP are strong. Tax &amp; Reg cuts historic. Trade deals great. But we MUST fix our Southern Border!",2019-01-09,32999,162658,1083001986331672576,14:06:09.000000
17063,Twitter for iPhone,"Just announced that Veterans unemployment has reached an 18 year low, really good news for our Vets and their families. Will soon be an all time low! Do you think the media will report on this and all of the other great economic news?",2019-01-15,25948,119641,1085148593617555456,12:16:00.000000
17073,Twitter for iPhone,"RT @charliekirk11: GREAT AGAIN:

Prior to 2018, unemployment has only been below 4% 5 times since 1970

Under Donald Trump, in 2018, unempl…",2019-01-15,18396,0,1085160738992373760,13:04:16.000000
17088,Twitter for iPhone,"Thank you to Amy Kremer, Women for Trump Co-Founder, for doing such a great interview with Martha MacCallum...and by the way, women have the lowest unemployment numbers in many decades - at the highest pay ever. Proud of that!",2019-01-18,21762,103329,1086074701313536000,01:36:01.000000
17121,Twitter for iPhone,"The Economy is one of the best in our history, with unemployment at a 50 year low, and the Stock Market ready to again break a record (set by us many times) - &amp; all you heard yesterday, based on a phony story, was Impeachment. You want to see a Stock Market Crash, Impeach Trump!",2019-01-19,26918,116885,1086607079308251136,12:51:30.000000
17126,Twitter for iPhone,"Always heard that as President, “it’s all about the economy!” Well, we have one of the best economies in the history of our Country. Big GDP, lowest unemployment, companies coming back to the U.S. in BIG numbers, great new trade deals happening, &amp; more. But LITTLE media mention!",2019-01-20,23838,109033,1086966588752969728,12:40:04.000000
17236,Twitter for iPhone,"Tariffs on the “dumping” of Steel in the United States have totally revived our Steel Industry. New and expanded plants are happening all over the U.S. We have not only saved this important industry, but created many jobs. Also, billions paid to our treasury. A BIG WIN FOR U.S.",2019-01-28,27849,125958,1089874871247687680,13:16:32.000000
17281,Twitter for iPhone,"RT @WhiteHouse: ""We added 304,000 jobs, which was a shocker to a lot of people. It wasn't a shocker to me."" https://t.co/hHzogMtXG5",2019-02-01,19741,0,1091415855106326528,19:19:52.000000
17401,Twitter for iPhone,"Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with these total Republican hit jobs without retribution? Likewise for many other shows? Very unfair and should be looked into. This is the real Collusion!",2019-02-17,23549,113268,1097116612279316480,12:52:38.000000
17486,Twitter for iPhone,"Be nice if Spike Lee could read his notes, or better yet not have to use notes at all, when doing his racist hit on your President, who has done more for African Americans (Criminal Justice Reform, Lowest Unemployment numbers in History, Tax Cuts,etc.) than almost any other Pres!",2019-02-25,31347,155609,1100000030319169536,11:50:18.000000
17488,Twitter for iPhone,RT @IvankaTrump: This Admin is committed to ensuring more Americans have the skills needed to secure better jobs in our strong economy.  I…,2019-02-25,7344,0,1100002435395973120,11:59:52.000000
17613,Twitter for iPhone,"Women’s unemployment rate is down to 3.6% - was 7.9% in January, 2011. Things are looking good!",2019-03-08,15582,75556,1104018553987100672,13:58:29.000000
17625,Twitter for iPhone,"Aluminum prices are down 12% since I instituted Tariffs on Aluminum Dumping - and the U.S. will be taking in Billions, plus jobs. Nice!",2019-03-08,17482,80686,1104121030862237696,20:45:41.000000
17658,Twitter for iPhone,"Despite the most hostile and corrupt media in the history of American politics, the Trump Administration has accomplished more in its first two years than any other Administration. Judges, biggest Tax &amp; Regulation Cuts, V.A. Choice, Best Economy, Lowest Unemployment &amp; much more!",2019-03-10,30793,136683,1104714098724519936,12:02:20.000000
17688,Twitter for iPhone,"RT @IvankaTrump: America’s economy is stronger than ever &amp; women in the workforce are thriving:
- Female unemployment reached its       LOW…",2019-03-13,8612,0,1105674211765506048,03:37:29.000000
17700,Twitter for iPhone,So many records being set with respect to our Economy. Unemployment numbers among BEST EVER. A beautiful thing to watch!,2019-03-13,17913,86231,1105686760653234176,04:27:21.000000
17701,Twitter for iPhone,"I greatly appreciate Nancy Pelosi’s statement against impeachment, but everyone must remember the minor fact that I never did anything wrong, the Economy and Unemployment are the best ever, Military and Vets are great - and many other successes! How do you impeach....",2019-03-13,29559,153480,1105783270262927360,10:50:50.000000
17724,Twitter for iPhone,"The three very weak and untalented late night “hosts” are “fighting over table scraps. Carson did a great job, it wasn’t political. I don’t know what they’re going to do in 2024 when he’s no longer President?  Will be wacky in the unemployment line.” Michael Loftus @foxandfriends",2019-03-14,14017,67750,1106169458106744832,12:25:25.000000
17776,Twitter for iPhone,"Democrat UAW Local 1112 President David Green ought to get his act together and produce. G.M. let our Country down, but other much better car companies are coming into the U.S. in droves. I want action on Lordstown fast. Stop complaining and get the job done! 3.8% Unemployment!",2019-03-17,15199,64184,1107335457006866432,17:38:40.000000
17797,Twitter for iPhone,"General Motors and the UAW are going to start “talks” in September/October. Why wait, start them now! I want jobs to stay in the U.S.A. and want Lordstown (Ohio), in one of the best economies in our history, opened or sold to a company who will open it up fast! Car companies.....",2019-03-18,17357,79639,1107607058600349696,11:37:55.000000
17798,Twitter for iPhone,"....are all coming back to the U.S. So is everyone else. We now have the best Economy in the World, the envy of all. Get that big, beautiful plant in Ohio open now. Close a plant in China or Mexico, where you invested so heavily pre-Trump, but not in the U.S.A. Bring jobs home!",2019-03-18,18698,87396,1107608921370513408,11:45:19.000000
17838,Twitter for iPhone,"RT @WhiteHouse: Today, there are plenty of reasons for that trust. Manufacturing jobs are roaring back. Blue-collar workers are set to make…",2019-03-22,8932,0,1108916836157046784,02:22:31.000000
17973,Twitter for iPhone,I’ve employed thousands of Electrical Workers. They will be voting for me!,2019-04-05,16899,98026,1114207309184602112,16:44:58.000000
