,Date,Open,High,Low,Close,Adj Close,Volume,change
0,2015-01-02,265.27999900000003,265.829987,261.670013,263.549988,246.707321,1532700,-1.7300110000000473
1,2015-01-05,261.899994,262.899994,258.980011,259.649994,243.056564,1108500,-2.25
2,2015-01-06,259.959991,260.309998,255.32000699999998,256.609985,240.210892,2167800,-3.3500060000000076
3,2015-01-07,258.72000099999997,260.209991,257.700012,260.079987,243.459091,1278800,1.359986000000049
4,2015-01-08,261.910004,264.420013,261.890015,264.109985,247.23161299999998,3690500,2.1999809999999798
5,2015-01-09,264.549988,264.619995,261.119995,261.880005,245.144135,1405400,-2.669983000000002
6,2015-01-12,262.269989,262.799988,259.130005,260.480011,243.83360299999998,1127200,-1.7899780000000192
7,2015-01-13,262.170013,265.040009,257.75,260.359985,243.721237,2493200,-1.8100279999999884
8,2015-01-14,257.040009,259.589996,256.329987,259.290009,242.71962000000002,2195200,2.25
9,2015-01-15,260.309998,260.690002,256.190002,256.410004,240.02365099999997,1000000,-3.8999939999999924
10,2015-01-16,255.61000099999998,260.350006,255.55000299999998,259.980011,243.36552400000002,1643400,4.370010000000008
11,2015-01-20,260.589996,261.369995,257.329987,259.48999,242.90686000000002,1186000,-1.1000060000000076
12,2015-01-21,258.630005,261.559998,258.149994,261.049988,244.367081,1804700,2.419983000000002
13,2015-01-22,262.769989,265.920013,260.230011,265.920013,248.92596400000002,1791000,3.1500239999999735
14,2015-01-23,265.769989,266.22000099999997,264.429993,264.559998,247.652771,1377500,-1.2099910000000023
15,2015-01-26,264.459991,267.690002,263.480011,267.690002,250.582825,1687300,3.2300109999999904
16,2015-01-27,264.540009,267.0,263.73999,265.880005,248.88848900000002,1441900,1.339995999999985
17,2015-01-28,267.380005,267.880005,262.019989,262.640015,245.85556,2276700,-4.7399899999999775
18,2015-01-29,262.72000099999997,264.850006,260.829987,264.600006,247.690277,1748800,1.8800050000000397
19,2015-01-30,262.859985,263.859985,260.72000099999997,261.070007,244.38586400000003,2926100,-1.7899780000000192
20,2015-02-02,261.899994,263.339996,258.019989,263.059998,246.248688,2798000,1.160004000000015
21,2015-02-03,264.559998,268.02999900000003,264.109985,267.890015,250.77005,2150100,3.330016999999998
22,2015-02-04,266.809998,268.209991,266.269989,266.790009,249.74035600000002,1850000,-0.019989000000009582
23,2015-02-05,267.839996,269.700012,267.26001,269.570007,252.342712,1656500,1.7300109999999904
24,2015-02-06,269.98999,270.329987,267.619995,268.559998,251.39724700000002,1583000,-1.4299919999999702
25,2015-02-09,267.600006,268.910004,266.790009,267.130005,250.05857799999998,1057400,-0.47000100000002476
26,2015-02-10,268.709991,269.559998,266.429993,269.369995,252.15544100000002,1514600,0.6600040000000149
27,2015-02-11,269.040009,269.980011,267.799988,269.209991,252.00569199999998,1490100,0.16998200000000452
28,2015-02-12,270.609985,272.130005,269.940002,271.73999,254.373962,3121100,1.1300049999999828
29,2015-02-13,272.02999900000003,273.519989,271.709991,273.5,256.021545,2024600,1.470000999999968
30,2015-02-17,273.369995,274.040009,272.230011,273.450012,255.974716,1788800,0.080016999999998
31,2015-02-18,272.809998,274.390015,272.5,274.299988,256.770355,1491800,1.4899899999999775
32,2015-02-19,273.619995,274.709991,273.070007,274.01001,256.498871,1922700,0.39001500000000533
33,2015-02-20,273.660004,276.079987,272.22000099999997,275.97000099999997,258.33371,3150400,2.309996999999953
34,2015-02-23,275.390015,275.98999,274.309998,275.98999,258.352417,1479800,0.5999749999999722
35,2015-02-24,275.77999900000003,276.450012,275.019989,276.339996,258.680023,1619300,0.559996999999953
36,2015-02-25,275.929993,276.709991,275.339996,276.02999900000003,258.38983199999996,1687400,0.10000600000000759
37,2015-02-26,275.940002,276.059998,274.47000099999997,275.290009,257.697052,1072200,-0.6499929999999949
38,2015-02-27,274.98999,275.579987,274.140015,274.200012,256.676758,1749300,-0.7899779999999623
39,2015-03-02,274.410004,276.380005,274.25,276.299988,258.642548,1996800,1.88998399999997
40,2015-03-03,275.519989,276.0,273.76001,274.77999900000003,257.219696,1405800,-0.7399899999999775
41,2015-03-04,273.899994,274.140015,272.440002,273.73999,256.246124,1145500,-0.1600040000000149
42,2015-03-05,274.130005,274.410004,273.119995,274.149994,256.62994399999997,777300,0.019989000000009582
43,2015-03-06,272.709991,273.459991,270.190002,270.72000099999997,253.419144,1125000,-1.9899900000000343
44,2015-03-09,271.23999,272.170013,271.130005,271.690002,254.327179,1750800,0.4500120000000152
45,2015-03-10,269.299988,269.75,268.170013,268.269989,251.125748,1596700,-1.0299989999999752
46,2015-03-11,268.959991,270.290009,267.869995,270.23999,252.969818,1321600,1.2799989999999752
47,2015-03-12,271.51001,273.609985,271.410004,273.22000099999997,255.759369,1568700,1.7099909999999454
48,2015-03-13,272.75,272.77999900000003,269.72000099999997,271.589996,254.23355099999998,1455000,-1.160004000000015
49,2015-03-16,272.76001,274.950012,272.559998,274.829987,257.266541,1425900,2.0699769999999944
50,2015-03-17,273.959991,275.51001,273.619995,275.339996,257.743958,2065900,1.3800049999999828
51,2015-03-18,274.850006,279.320007,274.119995,278.079987,260.308777,1680600,3.2299810000000093
52,2015-03-19,277.660004,277.950012,276.5,277.309998,259.588074,1218600,-0.3500060000000076
53,2015-03-20,277.709991,280.200012,277.339996,279.670013,262.378113,2904100,1.9600219999999808
54,2015-03-23,280.049988,280.390015,279.459991,279.51001,262.227997,863100,-0.5399779999999623
55,2015-03-24,279.350006,279.450012,278.179993,278.309998,261.102203,901900,-1.0400080000000003
56,2015-03-25,278.670013,278.98999,273.570007,273.570007,256.655334,2100500,-5.100006000000008
57,2015-03-26,272.320007,274.040009,271.570007,273.040009,256.158112,1639100,0.7200020000000222
58,2015-03-27,272.98999,274.429993,272.47000099999997,274.290009,257.33078,994100,1.3000190000000202
59,2015-03-30,275.869995,278.600006,275.820007,278.200012,260.999054,1369700,2.330016999999998
60,2015-03-31,277.0,278.019989,276.269989,277.23999,260.098389,1081900,0.2399899999999775
61,2015-04-01,277.26001,277.26001,274.390015,276.200012,259.122681,1947400,-1.0599980000000073
62,2015-04-02,276.179993,278.420013,275.98999,277.190002,260.051453,1311700,1.0100089999999682
63,2015-04-06,275.910004,279.76001,275.76001,279.519989,262.23733500000003,3468500,3.6099849999999947
64,2015-04-07,279.230011,279.679993,277.190002,277.22000099999997,260.07965099999996,2041000,-2.0100100000000225
65,2015-04-08,277.329987,279.01001,276.700012,278.679993,261.449371,1341600,1.3500060000000076
66,2015-04-09,278.519989,279.48999,276.76001,278.609985,261.383667,1647700,0.08999599999998509
67,2015-04-10,279.179993,279.73999,278.619995,279.230011,261.965393,2222900,0.05001799999996592
68,2015-04-13,279.160004,279.890015,278.230011,278.269989,261.064667,903600,-0.8900150000000053
69,2015-04-14,278.23999,279.0,276.459991,278.549988,261.327301,1129300,0.3099980000000073
70,2015-04-15,279.380005,280.850006,279.160004,279.769989,262.471954,1285300,0.38998400000002675
71,2015-04-16,279.209991,279.899994,278.149994,279.02999900000003,261.77771,1126900,-0.17999199999997018
72,2015-04-17,276.809998,277.410004,274.730011,275.76001,258.70996099999996,1915200,-1.0499879999999848
73,2015-04-20,277.450012,278.609985,277.160004,278.170013,260.970856,1423700,0.7200009999999679
74,2015-04-21,279.070007,279.47000099999997,277.75,278.089996,260.895782,1015600,-0.9800109999999904
75,2015-04-22,278.179993,278.980011,276.600006,278.899994,261.65576200000004,1354700,0.7200009999999679
76,2015-04-23,278.820007,280.899994,278.519989,280.269989,262.94101,1793900,1.449982000000034
77,2015-04-24,280.690002,280.690002,278.799988,279.109985,261.852753,1363600,-1.580016999999998
78,2015-04-27,279.799988,280.119995,276.450012,276.820007,259.704346,1968900,-2.9799810000000093
79,2015-04-28,276.609985,278.049988,274.850006,277.940002,260.755188,1677500,1.330016999999998
80,2015-04-29,276.339996,277.209991,275.269989,276.22000099999997,259.141449,966900,-0.11999500000001717
81,2015-04-30,275.540009,275.850006,272.170013,273.149994,256.261322,2635100,-2.3900150000000053
82,2015-05-01,273.679993,275.869995,273.679993,275.269989,258.250183,2746600,1.589995999999985
83,2015-05-04,275.980011,277.459991,275.48999,276.450012,259.357208,1608200,0.47000100000002476
84,2015-05-05,276.269989,277.01001,272.450012,272.820007,255.951675,4714200,-3.449982000000034
85,2015-05-06,273.799988,274.299988,271.459991,272.950012,256.073639,1617100,-0.8499759999999696
86,2015-05-07,273.079987,274.77999900000003,272.070007,273.97000099999997,257.03051800000003,996500,0.890013999999951
87,2015-05-08,276.190002,277.48999,276.170013,276.320007,259.235291,1298000,0.13000499999998283
88,2015-05-11,276.100006,277.380005,275.22000099999997,276.329987,259.244659,1261600,0.22998100000000932
89,2015-05-12,275.100006,276.429993,272.869995,275.690002,258.644226,989100,0.5899959999999851
