Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,57.255001,57.445000,56.060001,56.610001,52.813873,4261200
2015-01-05,56.230000,56.430000,55.500000,55.744999,52.006870,3445400
2015-01-06,55.875000,55.900002,54.410000,54.814999,51.139244,5321000
2015-01-07,55.299999,55.384998,54.860001,55.384998,51.671017,3437000
2015-01-08,55.740002,56.410000,55.740002,56.355000,52.575966,2663400
2015-01-09,56.360001,56.404999,55.700001,55.805000,52.062859,1801600
2015-01-12,55.805000,55.915001,55.119999,55.615002,51.885601,2758800
2015-01-13,56.055000,56.730000,55.169998,55.845001,52.100163,4351400
2015-01-14,55.439999,55.680000,54.974998,55.575001,51.848282,6572600
2015-01-15,55.700001,55.825001,54.560001,54.700001,51.031948,3146800
2015-01-16,54.505001,55.669998,54.505001,55.584999,51.857605,2270000
2015-01-20,55.595001,55.724998,54.840000,55.230000,51.526417,2322000
2015-01-21,55.115002,55.474998,54.855000,55.134998,51.437782,2510000
2015-01-22,55.470001,56.299999,54.880001,56.285000,52.510666,2216800
2015-01-23,56.200001,56.424999,55.924999,56.130001,52.366055,2763200
2015-01-26,56.080002,56.634998,55.610001,56.630001,52.832527,1768800
2015-01-27,56.014999,56.564999,55.880001,56.330002,52.552654,1532800
2015-01-28,56.564999,56.689999,55.340000,55.494999,51.773647,1941400
2015-01-29,55.680000,56.165001,55.215000,56.150002,52.384720,1914800
2015-01-30,55.855000,56.000000,54.880001,54.985001,51.297840,4240800
2015-02-02,55.200001,55.665001,54.455002,55.650002,51.918243,2352000
2015-02-03,55.985001,56.724998,55.895000,56.634998,52.837200,2091600
2015-02-04,56.435001,56.904999,56.384998,56.514999,52.725243,3254200
2015-02-05,56.740002,57.375000,56.660000,57.255001,53.415627,1763800
2015-02-06,57.395000,57.584999,56.994999,57.209999,53.373631,3743000
2015-02-09,57.035000,57.349998,56.634998,56.680000,52.879177,1941600
2015-02-10,57.060001,57.075001,56.264999,56.970001,53.149734,1930600
2015-02-11,56.875000,57.055000,56.514999,56.919998,53.103081,1542000
2015-02-12,57.305000,57.660000,57.154999,57.619999,53.756138,1225800
2015-02-13,57.599998,57.985001,57.549999,57.935001,54.050030,1479400
2015-02-17,57.904999,58.080002,57.755001,57.990002,54.101330,1464200
2015-02-18,57.869999,58.145000,57.674999,58.130001,54.231941,1481800
2015-02-19,58.060001,58.215000,57.860001,58.075001,54.180634,1913600
2015-02-20,57.985001,58.224998,57.480000,58.169998,54.269253,1443400
2015-02-23,58.025002,58.270000,57.625000,58.270000,54.362556,1402800
2015-02-24,58.314999,58.570000,58.145000,58.410000,54.493176,1095600
2015-02-25,58.445000,58.529999,58.125000,58.400002,54.483841,1755800
2015-02-26,58.255001,58.634998,58.255001,58.580002,54.651764,1340200
2015-02-27,58.525002,58.639999,58.290001,58.290001,54.381214,1785800
2015-03-02,58.334999,58.869999,58.290001,58.730000,54.791702,1885200
2015-03-03,58.634998,58.634998,58.165001,58.384998,54.469837,1138400
2015-03-04,58.115002,58.224998,57.799999,58.025002,54.133980,1100800
2015-03-05,58.084999,58.185001,57.735001,58.099998,54.203957,1531400
2015-03-06,57.810001,58.029999,57.215000,57.299999,53.457600,1368800
2015-03-09,57.430000,57.785000,57.430000,57.680000,53.812115,1193400
2015-03-10,57.305000,57.305000,56.810001,57.000000,53.177711,1615400
2015-03-11,57.049999,57.365002,56.825001,57.365002,53.518242,1678400
2015-03-12,57.700001,58.430000,57.700001,58.360001,54.446518,1553200
2015-03-13,58.369999,58.369999,57.455002,58.154999,54.255276,1515800
2015-03-16,58.410000,58.520000,58.250000,58.355000,54.441849,2162400
2015-03-17,58.264999,58.540001,58.075001,58.480000,54.558483,1242600
2015-03-18,58.415001,59.189999,58.145000,59.014999,55.057602,1931000
2015-03-19,58.865002,59.145000,58.740002,59.125000,55.160210,1441000
2015-03-20,59.395000,59.830002,59.250000,59.750000,55.743305,2186800
2015-03-23,59.770000,60.044998,59.755001,59.840000,55.827263,1824200
2015-03-24,59.865002,59.985001,59.705002,59.869999,55.855255,1420400
2015-03-25,59.779999,59.779999,58.365002,58.424999,54.699017,1351000
2015-03-26,58.340000,58.485001,57.974998,58.240002,54.525841,2783800
2015-03-27,58.290001,58.599998,57.985001,58.535000,54.802010,1383600
2015-03-30,58.779999,59.395000,58.779999,59.244999,55.466728,1507200
2015-03-31,59.025002,59.174999,58.840000,59.014999,55.251389,1516200
2015-04-01,58.919998,59.099998,58.375000,58.935001,55.176498,1970600
2015-04-02,59.000000,59.459999,58.945000,59.115002,55.345024,1220600
2015-04-06,58.904999,59.474998,58.755001,59.299999,55.518219,1757400
2015-04-07,59.240002,59.325001,58.860001,58.880001,55.125000,2130200
2015-04-08,58.895000,59.400002,58.895000,59.264999,55.485458,894000
2015-04-09,59.235001,59.380001,58.490002,59.014999,55.251389,1309600
2015-04-10,59.230000,59.340000,59.125000,59.285000,55.504173,1529800
2015-04-13,59.255001,59.575001,59.230000,59.275002,55.494820,1577400
2015-04-14,59.310001,59.435001,58.875000,59.275002,55.494820,1717000
2015-04-15,59.494999,59.935001,59.349998,59.695000,55.888031,1665200
2015-04-16,59.599998,59.720001,59.474998,59.540001,55.742916,1858800
2015-04-17,59.110001,59.235001,58.384998,58.599998,54.862865,2244800
2015-04-20,58.900002,59.435001,58.875000,59.259998,55.480774,2069000
2015-04-21,59.450001,59.494999,59.064999,59.099998,55.330978,1475000
2015-04-22,59.099998,59.285000,58.625000,59.209999,55.433960,1411000
2015-04-23,59.110001,59.674999,59.064999,59.575001,55.775684,1343600
2015-04-24,59.615002,59.665001,59.345001,59.455002,55.663345,1199000
2015-04-27,59.605000,60.000000,58.799999,59.020000,55.256077,1696400
2015-04-28,59.040001,59.494999,58.610001,59.410000,55.621204,1952400
2015-04-29,59.154999,59.285000,58.700001,58.759998,55.012653,1905400
2015-04-30,58.480000,58.560001,57.430000,57.654999,53.978130,1662000
2015-05-01,57.855000,58.080002,57.570000,58.000000,54.301117,1188400
2015-05-04,58.070000,58.544998,57.959999,58.150002,54.441563,1377600
2015-05-05,58.150002,58.259998,57.314999,57.540001,53.870464,1096000
2015-05-06,57.680000,57.759998,57.220001,57.654999,53.978130,1342400
2015-05-07,57.660000,58.185001,57.450001,57.904999,54.212185,1517600
2015-05-08,58.480000,58.549999,58.185001,58.270000,54.553905,901800
2015-05-11,58.299999,58.735001,58.154999,58.310001,54.591362,1208200
2015-05-12,58.139999,58.330002,57.400002,58.150002,54.441563,950400
2015-05-13,58.240002,58.410000,57.904999,58.115002,54.408798,1023000
2015-05-14,58.424999,58.790001,58.215000,58.775002,55.026707,812000
2015-05-15,58.674999,58.744999,58.384998,58.700001,54.956482,1478800
2015-05-18,58.625000,59.330002,58.445000,59.255001,55.476093,1370800
2015-05-19,59.224998,59.299999,58.965000,59.230000,55.452682,2018000
2015-05-20,59.340000,59.439999,58.990002,59.270000,55.490135,1157600
2015-05-21,59.259998,59.465000,59.049999,59.235001,55.457363,874200
2015-05-22,59.160000,59.325001,58.779999,58.955002,55.195236,1457800
2015-05-26,58.669998,58.814999,58.005001,58.270000,54.553905,1037600
2015-05-27,58.345001,59.000000,58.110001,58.935001,55.176498,1537000
2015-05-28,58.834999,58.980000,58.549999,58.965000,55.204590,1081200
2015-05-29,58.869999,58.950001,58.264999,58.494999,54.764553,2251000
2015-06-01,58.980000,59.000000,58.145000,58.730000,54.984573,1350200
2015-06-02,58.560001,59.255001,58.419998,58.889999,55.134377,1165800
2015-06-03,59.090000,59.605000,58.910000,59.494999,55.700787,897600
2015-06-04,59.270000,59.415001,58.790001,58.950001,55.190536,975000
2015-06-05,58.794998,59.345001,58.419998,59.320000,55.536942,1574200
2015-06-08,59.224998,59.395000,58.974998,59.049999,55.284164,1456800
2015-06-09,59.014999,59.134998,58.590000,58.895000,55.139053,1080800
2015-06-10,59.145000,59.990002,59.084999,59.730000,55.920803,1743400
2015-06-11,59.794998,59.930000,59.615002,59.775002,55.962933,1385400
2015-06-12,59.610001,59.775002,59.395000,59.665001,55.859943,1176200
2015-06-15,59.349998,59.685001,58.834999,59.514999,55.719517,1295600
2015-06-16,59.410000,60.040001,59.410000,59.955002,56.131451,992800
2015-06-17,60.029999,60.189999,59.695000,59.799999,55.986332,1176800
2015-06-18,60.025002,60.660000,60.025002,60.490002,56.632336,987800
2015-06-19,60.535000,60.695000,60.290001,60.500000,56.641685,1525000
2015-06-22,60.825001,60.945000,60.689999,60.834999,56.955338,1033800
2015-06-23,60.865002,61.049999,60.720001,60.994999,57.105129,1181200
2015-06-24,60.820000,60.895000,60.314999,60.404999,56.719212,977000
2015-06-25,60.665001,60.665001,60.084999,60.325001,56.644093,1147200
2015-06-26,60.525002,60.549999,59.965000,60.235001,56.559578,959800
2015-06-29,59.805000,60.099998,58.779999,58.845001,55.254398,1984200
2015-06-30,59.369999,59.369999,58.755001,58.939999,55.343594,2530200
2015-07-01,59.520000,59.595001,58.910000,59.224998,55.611202,1490600
2015-07-02,59.264999,59.355000,58.650002,58.840000,55.249699,2321600
2015-07-06,58.410000,59.075001,58.360001,58.744999,55.160496,1187800
2015-07-07,58.865002,58.884998,57.790001,58.830002,55.240311,1652200
2015-07-08,58.325001,58.615002,57.709999,58.055000,54.512596,1716400
2015-07-09,58.634998,58.730000,58.105000,58.185001,54.634663,2019000
2015-07-10,58.855000,59.044998,58.595001,58.974998,55.376461,857600
2015-07-13,59.185001,59.580002,59.185001,59.445000,55.817780,999400
2015-07-14,59.360001,59.779999,59.360001,59.709999,56.066624,1486000
2015-07-15,59.715000,59.740002,59.200001,59.294998,55.676937,897600
2015-07-16,59.695000,59.900002,59.520000,59.689999,56.047829,930600
2015-07-17,59.740002,59.740002,59.180000,59.334999,55.714500,1055000
2015-07-20,59.389999,59.389999,58.895000,59.040001,55.437504,2083000
2015-07-21,59.070000,59.419998,58.680000,58.880001,55.287262,1805400
2015-07-22,58.744999,59.090000,58.619999,59.025002,55.423412,2101000
2015-07-23,59.154999,59.189999,58.215000,58.299999,54.742649,1480800
2015-07-24,58.255001,58.415001,57.455002,57.540001,54.029022,1754000
2015-07-27,57.240002,57.514999,57.014999,57.174999,53.686295,2197800
2015-07-28,57.310001,57.709999,56.605000,57.610001,54.094757,2452800
2015-07-29,57.590000,58.080002,57.404999,57.919998,54.385838,2404800
2015-07-30,57.790001,58.220001,57.634998,58.160000,54.611195,996200
2015-07-31,58.230000,58.785000,58.150002,58.450001,54.883492,3225000
2015-08-03,58.465000,58.595001,57.744999,58.134998,54.587711,2242000
